0	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	1.0	0.5869565217391305	0.7397260273972603
0	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.4915254237288136	0.6304347826086957	0.5523809523809524

1	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	1.0	0.391304347826087	0.5625
1	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.7948717948717948	0.6739130434782609	0.7294117647058824

2	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	0.9047619047619048	0.41304347826086957	0.5671641791044776
2	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.6065573770491803	0.8043478260869565	0.691588785046729

3	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	0.8333333333333334	0.6521739130434783	0.7317073170731708
3	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.5172413793103449	0.9782608695652174	0.6766917293233083

4	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	0.9333333333333333	0.6086956521739131	0.7368421052631579
4	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.7948717948717948	0.6739130434782609	0.7294117647058824

5	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	0.8	0.782608695652174	0.7912087912087912
5	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.5054945054945055	1.0	0.6715328467153284

6	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	0.8108108108108109	0.6521739130434783	0.7228915662650603
6	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.7291666666666666	0.7608695652173914	0.7446808510638298

7	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	0.7727272727272727	0.7391304347826086	0.7555555555555555
7	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.7857142857142857	0.717391304347826	0.75

8	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	0.7142857142857143	0.7608695652173914	0.7368421052631581
8	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.5573770491803278	0.7391304347826086	0.6355140186915887

9	bert-base-uncased	5	3	datasets_1	formal	CON_VERB	0.8666666666666667	0.5652173913043478	0.6842105263157895
9	bert-base-uncased	5	3	datasets_1	formal	SIN_VERB	0.40350877192982454	0.5	0.44660194174757284

Media total: 	CON_VERB	0.8635919035919036	0.6152173913043478	0.7028648173446421
Media total: 	SIN_VERB	0.6186329048817538	0.7478260869565218	0.6627814654381075
