0	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.8	0.9090909090909091	0.8510638297872342
0	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.5238095238095238	1.0	0.6875000000000001

1	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.65625	0.9545454545454546	0.7777777777777778
1	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.6451612903225806	0.9090909090909091	0.7547169811320754

2	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.6896551724137931	0.9090909090909091	0.7843137254901961
2	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.7272727272727273	0.7272727272727273	0.7272727272727273

3	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.6896551724137931	0.9090909090909091	0.7843137254901961
3	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.8235294117647058	0.6363636363636364	0.717948717948718

4	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.7916666666666666	0.8636363636363636	0.8260869565217391
4	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.8	0.7272727272727273	0.761904761904762

5	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.7307692307692307	0.8636363636363636	0.7916666666666666
5	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.6538461538461539	0.7727272727272727	0.7083333333333333

6	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.9523809523809523	0.9090909090909091	0.9302325581395349
6	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.6285714285714286	1.0	0.7719298245614035

7	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.8	0.9090909090909091	0.8510638297872342
7	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.76	0.8636363636363636	0.8085106382978724

8	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.7619047619047619	0.7272727272727273	0.7441860465116279
8	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.6296296296296297	0.7727272727272727	0.6938775510204083

9	bert-base-uncased	3	3	datasets_1	formal	CON_VERB	0.8	0.9090909090909091	0.8510638297872342
9	bert-base-uncased	3	3	datasets_1	formal	SIN_VERB	0.6842105263157895	0.5909090909090909	0.6341463414634148

Media total: 	CON_VERB	0.7672281956549198	0.8863636363636364	0.8191768945959441
Media total: 	SIN_VERB	0.687603069153254	0.8	0.7266140876934715
