0	roberta-base	3	3	datasets_1	formal	CON_VERB	0.8163265306122449	0.8695652173913043	0.8421052631578948
0	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.7291666666666666	0.7608695652173914	0.7446808510638298

1	roberta-base	3	3	datasets_1	formal	CON_VERB	0.723404255319149	0.7391304347826086	0.7311827956989247
1	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.6851851851851852	0.8043478260869565	0.74

2	roberta-base	3	3	datasets_1	formal	CON_VERB	0.5	1.0	0.6666666666666666
2	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.8571428571428571	0.782608695652174	0.8181818181818182

3	roberta-base	3	3	datasets_1	formal	CON_VERB	0.5384615384615384	0.9130434782608695	0.6774193548387096
3	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.6176470588235294	0.9130434782608695	0.7368421052631579

4	roberta-base	3	3	datasets_1	formal	CON_VERB	0.95	0.8260869565217391	0.8837209302325583
4	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.8787878787878788	0.6304347826086957	0.7341772151898734

5	roberta-base	3	3	datasets_1	formal	CON_VERB	0.9230769230769231	0.5217391304347826	0.6666666666666667
5	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.547945205479452	0.8695652173913043	0.6722689075630252

6	roberta-base	3	3	datasets_1	formal	CON_VERB	0.7142857142857143	0.7608695652173914	0.7368421052631581
6	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.7959183673469388	0.8478260869565217	0.8210526315789473

7	roberta-base	3	3	datasets_1	formal	CON_VERB	0.7777777777777778	0.7608695652173914	0.7692307692307693
7	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.9655172413793104	0.6086956521739131	0.7466666666666666

8	roberta-base	3	3	datasets_1	formal	CON_VERB	0.6610169491525424	0.8478260869565217	0.7428571428571429
8	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.8048780487804879	0.717391304347826	0.7586206896551724

9	roberta-base	3	3	datasets_1	formal	CON_VERB	0.8444444444444444	0.8260869565217391	0.8351648351648352
9	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.6851851851851852	0.8043478260869565	0.74

Media total: 	CON_VERB	0.7448794133130334	0.8065217391304348	0.7551856529777327
Media total: 	SIN_VERB	0.7567373694777492	0.7739130434782608	0.751249088516249
