0	roberta-base	3	3	datasets_1	formal	CON_VERB	0.6097560975609756	0.8333333333333334	0.7042253521126761
0	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.5813953488372093	0.8333333333333334	0.684931506849315

1	roberta-base	3	3	datasets_1	formal	CON_VERB	0.7241379310344828	0.7	0.711864406779661
1	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.6875	0.7333333333333333	0.7096774193548386

2	roberta-base	3	3	datasets_1	formal	CON_VERB	0.7619047619047619	0.5333333333333333	0.6274509803921569
2	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.76	0.6333333333333333	0.6909090909090909

3	roberta-base	3	3	datasets_1	formal	CON_VERB	0.7407407407407407	0.6666666666666666	0.7017543859649122
3	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.5283018867924528	0.9333333333333333	0.6746987951807228

4	roberta-base	3	3	datasets_1	formal	CON_VERB	0.6756756756756757	0.8333333333333334	0.746268656716418
4	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.6451612903225806	0.6666666666666666	0.6557377049180327

5	roberta-base	3	3	datasets_1	formal	CON_VERB	0.8	0.6666666666666666	0.7272727272727272
5	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.5833333333333334	0.7	0.6363636363636365

6	roberta-base	3	3	datasets_1	formal	CON_VERB	0.7142857142857143	0.6666666666666666	0.689655172413793
6	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.7	0.7	0.7

7	roberta-base	3	3	datasets_1	formal	CON_VERB	0.8947368421052632	0.5666666666666667	0.6938775510204083
7	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.6216216216216216	0.7666666666666667	0.6865671641791045

8	roberta-base	3	3	datasets_1	formal	CON_VERB	0.7307692307692307	0.6333333333333333	0.6785714285714285
8	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.625	0.8333333333333334	0.7142857142857143

9	roberta-base	3	3	datasets_1	formal	CON_VERB	0.7916666666666666	0.6333333333333333	0.7037037037037038
9	roberta-base	3	3	datasets_1	formal	SIN_VERB	0.6875	0.7333333333333333	0.7096774193548386

Media total: 	CON_VERB	0.7443673660743512	0.6733333333333333	0.6984644364947885
Media total: 	SIN_VERB	0.6419813480907197	0.7533333333333333	0.6862848451395294
